5.030397e-01;-4.705478e-01;4.961760e-01;    0;-1.308997e+00;    0;-7.853982e-01;-1.308997e+00;    0;-7.853982e-01;-1.308997e+00;    0;    0;-1.308997e+00;    0;7.853982e-01;-1.308997e+00;    0
5.041359e-01;-4.669891e-01;5.062146e-01;    0;-1.308997e+00;    0;-7.853982e-01;-1.308997e+00;    0;-7.853982e-01;-1.308997e+00;    0;    0;-1.308997e+00;    0;7.853982e-01;-1.308997e+00;    0
5.052363e-01;-4.635298e-01;5.160437e-01;    0;-1.308997e+00;    0;-7.853982e-01;-1.308997e+00;    0;-7.853982e-01;-1.308997e+00;    0;    0;-1.308997e+00;    0;7.853982e-01;-1.308997e+00;    0
5.063410e-01;-4.601645e-01;5.256750e-01;    0;-1.308997e+00;    0;-7.853982e-01;-1.308997e+00;    0;-7.853982e-01;-1.308997e+00;    0;    0;-1.308997e+00;    0;7.853982e-01;-1.308997e+00;    0
5.074499e-01;-4.568883e-01;5.351191e-01;    0;-1.308997e+00;    0;-7.853982e-01;-1.308997e+00;    0;-7.853982e-01;-1.308997e+00;    0;    0;-1.308997e+00;    0;7.853982e-01;-1.308997e+00;    0
5.085630e-01;-4.536967e-01;5.443855e-01;    0;-1.308997e+00;    0;-7.853982e-01;-1.308997e+00;    0;-7.853982e-01;-1.308997e+00;    0;    0;-1.308997e+00;    0;7.853982e-01;-1.308997e+00;    0
5.096805e-01;-4.505855e-01;5.534833e-01;    0;-1.308997e+00;    0;-7.853982e-01;-1.308997e+00;    0;-7.853982e-01;-1.308997e+00;    0;    0;-1.308997e+00;    0;7.853982e-01;-1.308997e+00;    0
5.108022e-01;-4.475509e-01;5.624204e-01;    0;-1.308997e+00;    0;-7.853982e-01;-1.308997e+00;    0;-7.853982e-01;-1.308997e+00;    0;    0;-1.308997e+00;    0;7.853982e-01;-1.308997e+00;    0
5.119283e-01;-4.445896e-01;5.712043e-01;    0;-1.308997e+00;    0;-7.853982e-01;-1.308997e+00;    0;-7.853982e-01;-1.308997e+00;    0;    0;-1.308997e+00;    0;7.853982e-01;-1.308997e+00;    0
5.130587e-01;-4.416982e-01;5.798421e-01;    0;-1.308997e+00;    0;-7.853982e-01;-1.308997e+00;    0;-7.853982e-01;-1.308997e+00;    0;    0;-1.308997e+00;    0;7.853982e-01;-1.308997e+00;    0
