    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
2.630928e-02;8.540984e-02;2.409278e-01;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
2.641014e-02;8.302311e-02;2.358992e-01;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
2.651149e-02;8.076685e-02;2.311508e-01;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
2.661333e-02;7.862913e-02;2.266569e-01;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
2.671567e-02;7.659951e-02;2.223951e-01;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
2.681851e-02;7.466878e-02;2.183456e-01;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
2.692186e-02;7.282881e-02;2.144908e-01;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
2.702571e-02;7.107237e-02;2.108152e-01;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
2.713006e-02;6.939301e-02;2.073048e-01;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
2.723493e-02;6.778498e-02;2.039474e-01;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
2.734031e-02;6.624308e-02;2.007318e-01;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
2.744621e-02;6.476265e-02;1.976478e-01;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
2.755262e-02;6.333948e-02;1.946865e-01;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
2.765955e-02;6.196975e-02;1.918396e-01;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
2.776701e-02;6.064997e-02;1.890996e-01;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
2.787499e-02;5.937700e-02;1.864597e-01;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
2.798350e-02;5.814794e-02;1.839137e-01;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
2.809254e-02;5.696014e-02;1.814560e-01;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
2.820211e-02;5.581119e-02;1.790812e-01;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
2.831222e-02;5.469885e-02;1.767846e-01;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
