   30;   17;  -30
   30;1.677528e+01;  -30
   30;1.655056e+01;  -30
   30;1.632584e+01;  -30
   30;1.610112e+01;  -30
   30;1.587640e+01;  -30
   30;1.565169e+01;  -30
   30;1.542697e+01;  -30
   30;1.520225e+01;  -30
   30;1.497753e+01;  -30
   30;1.475281e+01;  -30
   30;1.452809e+01;  -30
   30;1.430337e+01;  -30
   30;1.407865e+01;  -30
   30;1.385393e+01;  -30
   30;1.362921e+01;  -30
   30;1.340449e+01;  -30
   30;1.317978e+01;  -30
   30;1.295506e+01;  -30
   30;1.273034e+01;  -30
   30;1.250562e+01;  -30
   30;1.228090e+01;  -30
   30;1.205618e+01;  -30
   30;1.183146e+01;  -30
   30;1.160674e+01;  -30
   30;1.138202e+01;  -30
   30;1.115730e+01;  -30
   30;1.093258e+01;  -30
   30;1.070787e+01;  -30
   30;1.048315e+01;  -30
   30;1.025843e+01;  -30
   30;1.003371e+01;  -30
   30;9.808989e+00;  -30
   30;9.584270e+00;  -30
   30;9.359551e+00;  -30
   30;9.134831e+00;  -30
   30;8.910112e+00;  -30
   30;8.685393e+00;  -30
   30;8.460674e+00;  -30
   30;8.235955e+00;  -30
   30;8.011236e+00;  -30
   30;7.786517e+00;  -30
   30;7.561798e+00;  -30
   30;7.337079e+00;  -30
   30;7.112360e+00;  -30
   30;6.887640e+00;  -30
   30;6.662921e+00;  -30
   30;6.438202e+00;  -30
   30;6.213483e+00;  -30
   30;5.988764e+00;  -30
   30;5.764045e+00;  -30
   30;5.539326e+00;  -30
   30;5.314607e+00;  -30
   30;5.089888e+00;  -30
   30;4.865169e+00;  -30
   30;4.640449e+00;  -30
   30;4.415730e+00;  -30
   30;4.191011e+00;  -30
   30;3.966292e+00;  -30
   30;3.741573e+00;  -30
   30;3.516854e+00;  -30
   30;3.292135e+00;  -30
   30;3.067416e+00;  -30
   30;2.842697e+00;  -30
   30;2.617978e+00;  -30
   30;2.393258e+00;  -30
   30;2.168539e+00;  -30
   30;1.943820e+00;  -30
   30;1.719101e+00;  -30
   30;1.494382e+00;  -30
   30;1.269663e+00;  -30
   30;1.044944e+00;  -30
   30;8.202247e-01;  -30
   30;5.955056e-01;  -30
   30;3.707865e-01;  -30
   30;1.460674e-01;  -30
   30;-7.865169e-02;  -30
   30;-3.033708e-01;  -30
   30;-5.280899e-01;  -30
   30;-7.528090e-01;  -30
   30;-9.775281e-01;  -30
   30;-1.202247e+00;  -30
   30;-1.426966e+00;  -30
   30;-1.651685e+00;  -30
   30;-1.876404e+00;  -30
   30;-2.101124e+00;  -30
   30;-2.325843e+00;  -30
   30;-2.550562e+00;  -30
   30;-2.775281e+00;  -30
   30;   -3;  -30
   30;   -3;  -30
   30;-2.941380e+00;-2.945940e+01
   30;-2.766206e+00;-2.892515e+01
   30;-2.476532e+00;-2.840349e+01
   30;-2.075754e+00;-2.790055e+01
   30;-1.568572e+00;-2.742223e+01
   30;-9.609307e-01;-2.697413e+01
   30;-2.599549e-01;-2.656150e+01
   30;5.261372e-01;-2.618919e+01
   30;1.388129e+00;-2.586156e+01
   30;2.315916e+00;-2.558244e+01
   30;3.298618e+00;-2.535512e+01
   30;4.324717e+00;-2.518225e+01
   30;5.382180e+00;-2.506587e+01
   30;6.458611e+00;-2.500733e+01
   30;7.541389e+00;-2.500733e+01
   30;8.617820e+00;-2.506587e+01
   30;9.675283e+00;-2.518225e+01
   30;1.070138e+01;-2.535512e+01
   30;1.168408e+01;-2.558244e+01
   30;1.261187e+01;-2.586156e+01
   30;1.347386e+01;-2.618919e+01
   30;1.425995e+01;-2.656150e+01
   30;1.496093e+01;-2.697413e+01
   30;1.556857e+01;-2.742223e+01
   30;1.607575e+01;-2.790055e+01
   30;1.647653e+01;-2.840349e+01
   30;1.676621e+01;-2.892515e+01
   30;1.694138e+01;-2.945940e+01
   30;   17;  -30
