3.111230e-01;-1.437686e-01;1.578631e+00
3.047699e-01;-1.443433e-01;1.582342e+00
2.983828e-01;-1.449280e-01;1.586000e+00
2.919619e-01;-1.455220e-01;1.589605e+00
2.855074e-01;-1.461249e-01;1.593157e+00
2.790196e-01;-1.467361e-01;1.596657e+00
2.724986e-01;-1.473551e-01;1.600104e+00
2.659447e-01;-1.479812e-01;1.603499e+00
2.593581e-01;-1.486141e-01;1.606842e+00
2.527391e-01;-1.492531e-01;1.610132e+00
2.460879e-01;-1.498977e-01;1.613371e+00
2.394050e-01;-1.505474e-01;1.616559e+00
2.326904e-01;-1.512015e-01;1.619694e+00
2.259447e-01;-1.518597e-01;1.622778e+00
2.191680e-01;-1.525213e-01;1.625811e+00
2.123608e-01;-1.531858e-01;1.628793e+00
2.055234e-01;-1.538526e-01;1.631723e+00
1.986562e-01;-1.545212e-01;1.634603e+00
1.917596e-01;-1.551911e-01;1.637431e+00
1.848339e-01;-1.558618e-01;1.640209e+00
1.778797e-01;-1.565327e-01;1.642936e+00
1.708972e-01;-1.572032e-01;1.645612e+00
1.638871e-01;-1.578728e-01;1.648239e+00
1.568497e-01;-1.585411e-01;1.650814e+00
1.497855e-01;-1.592075e-01;1.653340e+00
1.426951e-01;-1.598714e-01;1.655815e+00
1.355788e-01;-1.605323e-01;1.658240e+00
1.284373e-01;-1.611898e-01;1.660616e+00
1.212711e-01;-1.618433e-01;1.662941e+00
1.140808e-01;-1.624922e-01;1.665217e+00
1.068668e-01;-1.631362e-01;1.667443e+00
9.962978e-02;-1.637747e-01;1.669619e+00
9.237036e-02;-1.644071e-01;1.671746e+00
8.508913e-02;-1.650331e-01;1.673823e+00
7.778671e-02;-1.656521e-01;1.675851e+00
7.046373e-02;-1.662636e-01;1.677830e+00
6.312085e-02;-1.668672e-01;1.679760e+00
5.575873e-02;-1.674624e-01;1.681640e+00
4.837804e-02;-1.680488e-01;1.683472e+00
4.097949e-02;-1.686258e-01;1.685254e+00
3.356377e-02;-1.691931e-01;1.686988e+00
2.613159e-02;-1.697501e-01;1.688673e+00
1.868369e-02;-1.702966e-01;1.690309e+00
1.122079e-02;-1.708320e-01;1.691896e+00
3.743666e-03;-1.713559e-01;1.693435e+00
-3.746939e-03;-1.718679e-01;1.694925e+00
-1.125025e-02;-1.723677e-01;1.696367e+00
-1.876548e-02;-1.728548e-01;1.697760e+00
-2.629184e-02;-1.733289e-01;1.699105e+00
-3.382853e-02;-1.737896e-01;1.700402e+00
-4.137474e-02;-1.742365e-01;1.701650e+00
-4.892965e-02;-1.746693e-01;1.702851e+00
-5.649243e-02;-1.750876e-01;1.704003e+00
-6.406225e-02;-1.754912e-01;1.705107e+00
-7.163827e-02;-1.758797e-01;1.706163e+00
-7.921964e-02;-1.762528e-01;1.707171e+00
-8.680551e-02;-1.766102e-01;1.708131e+00
-9.439501e-02;-1.769517e-01;1.709043e+00
-1.019873e-01;-1.772769e-01;1.709907e+00
-1.095815e-01;-1.775857e-01;1.710723e+00
-1.171767e-01;-1.778778e-01;1.711492e+00
-1.247721e-01;-1.781529e-01;1.712213e+00
-1.323668e-01;-1.784108e-01;1.712886e+00
-1.399598e-01;-1.786514e-01;1.713511e+00
-1.475504e-01;-1.788744e-01;1.714089e+00
-1.551377e-01;-1.790797e-01;1.714619e+00
-1.627207e-01;-1.792671e-01;1.715102e+00
-1.702986e-01;-1.794365e-01;1.715536e+00
-1.778705e-01;-1.795877e-01;1.715924e+00
-1.854355e-01;-1.797206e-01;1.716264e+00
-1.929928e-01;-1.798351e-01;1.716556e+00
-2.005414e-01;-1.799312e-01;1.716800e+00
-2.080806e-01;-1.800087e-01;1.716997e+00
-2.156094e-01;-1.800675e-01;1.717147e+00
-2.231270e-01;-1.801078e-01;1.717249e+00
-2.306325e-01;-1.801293e-01;1.717304e+00
-2.381251e-01;-1.801321e-01;1.717311e+00
-2.456040e-01;-1.801162e-01;1.717271e+00
-2.530682e-01;-1.800816e-01;1.717183e+00
-2.605171e-01;-1.800283e-01;1.717047e+00
-2.679497e-01;-1.799564e-01;1.716864e+00
-2.753653e-01;-1.798659e-01;1.716634e+00
-2.827630e-01;-1.797569e-01;1.716356e+00
-2.901421e-01;-1.796295e-01;1.716031e+00
-2.975017e-01;-1.794838e-01;1.715658e+00
-3.048412e-01;-1.793198e-01;1.715237e+00
-3.121597e-01;-1.791378e-01;1.714769e+00
-3.194565e-01;-1.789379e-01;1.714253e+00
-3.267309e-01;-1.787201e-01;1.713690e+00
-3.339822e-01;-1.784848e-01;1.713079e+00
-3.339822e-01;-1.784848e-01;1.713079e+00
-3.320929e-01;-1.612567e-01;1.734091e+00
-3.264376e-01;-1.443160e-01;1.754865e+00
-3.170552e-01;-1.278376e-01;1.775124e+00
-3.040136e-01;-1.119778e-01;1.794570e+00
-2.874151e-01;-9.687316e-02;1.812889e+00
-2.674013e-01;-8.264129e-02;1.829756e+00
-2.441602e-01;-6.938202e-02;1.844847e+00
-2.179312e-01;-5.718057e-02;1.857848e+00
-1.890098e-01;-4.611178e-02;1.868462e+00
-1.577481e-01;-3.624523e-02;1.876426e+00
-1.245530e-01;-2.765031e-02;1.881517e+00
-8.987895e-02;-2.040051e-02;1.883565e+00
-5.421751e-02;-1.457576e-02;1.882460e+00
-1.808248e-02;-1.026224e-02;1.878160e+00
1.800652e-02;-7.549126e-03;1.870692e+00
5.354127e-02;-6.522882e-03;1.860155e+00
8.804070e-02;-7.259654e-03;1.846717e+00
1.210640e-01;-9.817103e-03;1.830609e+00
1.522198e-01;-1.422688e-02;1.812117e+00
1.811713e-01;-2.048881e-02;1.791575e+00
2.076372e-01;-2.856743e-02;1.769350e+00
2.313896e-01;-3.839108e-02;1.745837e+00
2.522489e-01;-4.985339e-02;1.721443e+00
2.700784e-01;-6.281666e-02;1.696578e+00
2.847767e-01;-7.711656e-02;1.671646e+00
2.962712e-01;-9.256755e-02;1.647037e+00
3.045126e-01;-1.089685e-01;1.623114e+00
3.094690e-01;-1.261078e-01;1.600213e+00
3.111230e-01;-1.437686e-01;1.578631e+00
